gene,gene_name,fold_seed42,fold_seed43,fold_seed44
ENSG00000175376,EIF1AD,1,4,4
ENSG00000173674,EIF1AX,3,1,3
ENSG00000198692,EIF1AY,1,4,3
ENSG00000114784,EIF1B,3,1,1
ENSG00000144895,EIF2A,1,2,3
ENSG00000086232,EIF2AK1,1,0,1
ENSG00000055332,EIF2AK2,2,4,0
ENSG00000172071,EIF2AK3,4,4,0
ENSG00000128829,EIF2AK4,1,1,4
ENSG00000111361,EIF2B1,3,3,3
ENSG00000115211,EIF2B4,3,0,1
ENSG00000143486,EIF2D,2,3,2
ENSG00000130741,EIF2S3,4,4,4
ENSG00000130811,EIF3G,3,4,0
ENSG00000147677,EIF3H,3,2,2
ENSG00000104131,EIF3J,3,4,0
ENSG00000178982,EIF3K,4,4,3
ENSG00000100129,EIF3L,1,2,0
ENSG00000161960,EIF4A1,0,3,2
ENSG00000156976,EIF4A2,2,0,3
ENSG00000063046,EIF4B,4,0,1
ENSG00000151247,EIF4E,3,3,2
ENSG00000135930,EIF4E2,4,1,3
ENSG00000163412,EIF4E3,2,0,0
ENSG00000187840,EIF4EBP1,3,2,1
ENSG00000148730,EIF4EBP2,4,0,3
ENSG00000243056,EIF4EBP3,0,0,0
ENSG00000184708,EIF4ENIF1,4,4,3
ENSG00000114867,EIF4G1,4,2,3
ENSG00000110321,EIF4G2,0,0,4
ENSG00000075151,EIF4G3,4,0,2
ENSG00000106682,EIF4H,2,3,1
ENSG00000100664,EIF5,4,2,2
ENSG00000132507,EIF5A,4,1,3
ENSG00000163577,EIF5A2,2,4,0
ENSG00000032389,EIPR1,2,0,2
ENSG00000141642,ELAC1,3,1,0
ENSG00000006744,ELAC2,2,2,0
ENSG00000066044,ELAVL1,0,2,1
ENSG00000120690,ELF1,4,3,4
ENSG00000109381,ELF2,1,3,0
ENSG00000163435,ELF3,0,0,2
ENSG00000102034,ELF4,4,3,2
ENSG00000135374,ELF5,2,1,4
ENSG00000126767,ELK1,3,1,2
ENSG00000111145,ELK3,3,1,2
ENSG00000158711,ELK4,0,2,2
ENSG00000105656,ELL,0,4,0
ENSG00000118985,ELL2,1,4,3
ENSG00000155849,ELMO1,1,3,4
ENSG00000062598,ELMO2,1,2,2
ENSG00000179387,ELMOD2,1,3,3
ENSG00000115459,ELMOD3,3,2,0
ENSG00000011007,ELOA,2,3,3
ENSG00000103363,ELOB,1,2,3
ENSG00000154582,ELOC,1,2,2
ENSG00000130165,ELOF1,0,3,3
ENSG00000066322,ELOVL1,3,4,2
ENSG00000118402,ELOVL4,0,1,2
ENSG00000012660,ELOVL5,3,1,2
ENSG00000170522,ELOVL6,0,4,2
ENSG00000164181,ELOVL7,4,0,1
ENSG00000070061,ELP1,0,3,2
ENSG00000134759,ELP2,0,4,1
ENSG00000134014,ELP3,0,2,4
ENSG00000109911,ELP4,3,1,0
ENSG00000170291,ELP5,3,3,1
ENSG00000163832,ELP6,4,1,2
ENSG00000170571,EMB,0,3,3
ENSG00000127463,EMC1,1,1,0
ENSG00000161671,EMC10,4,4,4
ENSG00000104412,EMC2,3,3,2
ENSG00000125037,EMC3,0,4,0
ENSG00000128463,EMC4,1,3,0
ENSG00000127774,EMC6,2,3,2
ENSG00000134153,EMC7,4,3,1
ENSG00000131148,EMC8,0,2,3
ENSG00000100908,EMC9,2,1,0
ENSG00000102119,EMD,1,0,3
ENSG00000154920,EME1,2,3,4
ENSG00000197774,EME2,1,2,0
ENSG00000126749,EMG1,2,2,0
ENSG00000132205,EMILIN2,1,2,4
ENSG00000125746,EML2,2,0,1
ENSG00000149499,EML3,0,0,4
ENSG00000143924,EML4,4,2,3
ENSG00000165521,EML5,0,1,1
ENSG00000134531,EMP1,3,4,4
ENSG00000142227,EMP3,1,1,4
ENSG00000135638,EMX1,3,3,0
ENSG00000170370,EMX2,2,0,4
ENSG00000163064,EN1,4,2,4
ENSG00000164778,EN2,0,2,4
ENSG00000171617,ENC1,3,3,4
ENSG00000149218,ENDOD1,2,1,4
ENSG00000167136,ENDOG,2,0,2
ENSG00000173818,ENDOV,4,0,4
ENSG00000106991,ENG,4,3,2
ENSG00000167280,ENGASE,0,2,0
ENSG00000124074,ENKD1,0,1,4
ENSG00000151023,ENKUR,1,4,4
ENSG00000074800,ENO1,2,1,3
ENSG00000111674,ENO2,4,3,1
ENSG00000108515,ENO3,2,0,1
ENSG00000145293,ENOPH1,3,4,4
ENSG00000132199,ENOSF1,2,3,3
ENSG00000165675,ENOX2,2,2,1
ENSG00000197594,ENPP1,3,2,3
ENSG00000136960,ENPP2,2,4,4
ENSG00000154269,ENPP3,0,0,0
ENSG00000001561,ENPP4,2,1,4
ENSG00000112796,ENPP5,2,1,4
ENSG00000143420,ENSA,2,4,4
ENSG00000138185,ENTPD1,0,4,1
ENSG00000197217,ENTPD4,2,0,2
ENSG00000187097,ENTPD5,1,4,1
ENSG00000197586,ENTPD6,4,3,1
ENSG00000198018,ENTPD7,3,3,2
ENSG00000165689,ENTR1,0,4,2
ENSG00000120533,ENY2,3,0,4
ENSG00000163378,EOGT,3,4,4
ENSG00000163508,EOMES,4,0,3
ENSG00000100393,EP300,2,2,0
ENSG00000116016,EPAS1,3,1,2
ENSG00000159023,EPB41,1,3,2
ENSG00000079819,EPB41L2,3,2,0
ENSG00000082397,EPB41L3,0,3,4
ENSG00000115109,EPB41L5,1,4,1
ENSG00000166947,EPB42,2,4,0
ENSG00000120616,EPC1,3,0,4
ENSG00000135999,EPC2,4,1,2
ENSG00000119888,EPCAM,4,1,3
ENSG00000152223,EPG5,4,1,3
ENSG00000182585,EPGN,0,4,3
ENSG00000146904,EPHA1,4,1,1
ENSG00000116106,EPHA4,0,2,2
ENSG00000196411,EPHB4,4,0,3
ENSG00000106123,EPHB6,2,2,4
ENSG00000143819,EPHX1,0,0,2
ENSG00000120915,EPHX2,2,4,1
ENSG00000112425,EPM2A,2,2,2
ENSG00000178567,EPM2AIP1,4,3,0
ENSG00000063245,EPN1,0,4,1
ENSG00000072134,EPN2,4,3,0
ENSG00000273604,EPOP,0,4,1
ENSG00000187266,EPOR,2,1,1
ENSG00000261150,EPPK1,0,1,0
ENSG00000085832,EPS15,4,1,2
ENSG00000127527,EPS15L1,0,4,0
ENSG00000151491,EPS8,1,0,1
ENSG00000133106,EPSTI1,1,0,3
ENSG00000132591,ERAL1,4,1,2
ENSG00000164307,ERAP1,1,0,1
ENSG00000164308,ERAP2,2,2,2
ENSG00000112851,ERBIN,2,1,2
ENSG00000082805,ERC1,3,1,1
ENSG00000012061,ERCC1,1,4,0
ENSG00000175595,ERCC4,1,1,4
ENSG00000134899,ERCC5,2,1,1
ENSG00000225830,ERCC6,3,2,0
ENSG00000186871,ERCC6L,3,4,4
ENSG00000182150,ERCC6L2,0,4,1
ENSG00000049167,ERCC8,1,4,3
ENSG00000124882,EREG,1,4,4
ENSG00000105722,ERF,1,1,3
ENSG00000157554,ERG,2,4,4
ENSG00000133935,ERG28,0,2,0
ENSG00000113719,ERGIC1,2,4,4
ENSG00000087502,ERGIC2,4,3,2
ENSG00000125991,ERGIC3,3,4,2
ENSG00000104626,ERI1,4,0,2
ENSG00000196678,ERI2,0,4,4
ENSG00000117419,ERI3,3,4,0
ENSG00000104714,ERICH1,0,1,2
ENSG00000068912,ERLEC1,1,4,2
ENSG00000107566,ERLIN1,3,0,2
ENSG00000147475,ERLIN2,0,0,4
ENSG00000164010,ERMAP,0,2,4
ENSG00000130023,ERMARD,3,2,2
ENSG00000099219,ERMP1,1,3,4
ENSG00000178607,ERN1,0,3,0
ENSG00000197930,ERO1A,4,3,3
ENSG00000086619,ERO1B,3,1,0
ENSG00000139055,ERP27,0,1,3
ENSG00000089248,ERP29,0,0,2
ENSG00000023318,ERP44,2,0,0
ENSG00000116285,ERRFI1,1,3,3
ENSG00000213462,ERV3-1,4,1,0
ENSG00000149564,ESAM,0,1,0
ENSG00000141446,ESCO1,1,3,3
ENSG00000171320,ESCO2,4,1,4
ENSG00000139684,ESD,4,0,3
ENSG00000164283,ESM1,2,0,2
ENSG00000187017,ESPN,0,0,3
ENSG00000091831,ESR1,4,4,3
ENSG00000140009,ESR2,0,3,2
ENSG00000173153,ESRRA,1,0,3
ENSG00000119715,ESRRB,0,0,3
ENSG00000196482,ESRRG,1,4,4
ENSG00000123576,ESX1,0,4,2
ENSG00000139641,ESYT1,1,2,0
ENSG00000117868,ESYT2,0,2,4
ENSG00000143971,ETAA1,1,2,4
ENSG00000140374,ETFA,2,0,0
ENSG00000105379,ETFB,3,0,0
ENSG00000139160,ETFBKMT,0,3,2
ENSG00000171503,ETFDH,1,1,3
ENSG00000205707,ETFRF1,4,1,2
ENSG00000105755,ETHE1,2,2,1
ENSG00000139163,ETNK1,4,3,3
ENSG00000143845,ETNK2,3,1,3
ENSG00000134954,ETS1,4,1,1
ENSG00000157557,ETS2,1,0,1
ENSG00000006468,ETV1,1,0,3
ENSG00000105672,ETV2,2,4,1
ENSG00000117036,ETV3,2,0,4
ENSG00000253831,ETV3L,1,1,2
ENSG00000175832,ETV4,1,3,4
ENSG00000244405,ETV5,1,3,3
ENSG00000139083,ETV6,2,4,4
ENSG00000010030,ETV7,0,4,3
ENSG00000142694,EVA1B,0,3,1
ENSG00000166979,EVA1C,3,4,3
ENSG00000072840,EVC,3,2,3
ENSG00000173040,EVC2,1,1,1
ENSG00000126860,EVI2A,1,3,1
ENSG00000185862,EVI2B,0,1,1
ENSG00000067208,EVI5,2,0,3
ENSG00000142459,EVI5L,3,3,4
ENSG00000196405,EVL,2,3,2
ENSG00000106038,EVX1,1,0,1
ENSG00000174279,EVX2,4,2,1
ENSG00000182944,EWSR1,4,3,3
ENSG00000081177,EXD2,3,1,1
ENSG00000187609,EXD3,2,2,2
ENSG00000174371,EXO1,4,3,4
ENSG00000164002,EXO5,0,1,4
ENSG00000090989,EXOC1,2,0,0
ENSG00000112685,EXOC2,2,2,3
ENSG00000180104,EXOC3,2,2,2
ENSG00000131558,EXOC4,0,2,0
ENSG00000138190,EXOC6,4,1,2
ENSG00000144036,EXOC6B,4,1,3
ENSG00000182473,EXOC7,3,0,1
ENSG00000116903,EXOC8,1,2,0
ENSG00000157036,EXOG,2,4,2
ENSG00000171311,EXOSC1,2,0,1
ENSG00000171824,EXOSC10,4,0,4
ENSG00000223496,EXOSC6,0,4,2
ENSG00000123737,EXOSC9,0,3,4
ENSG00000110723,EXPH5,2,3,0
ENSG00000182197,EXT1,2,4,0
ENSG00000151348,EXT2,3,4,1
ENSG00000162694,EXTL2,4,0,3
ENSG00000012232,EXTL3,1,2,2
ENSG00000158161,EYA3,3,1,4
ENSG00000188107,EYS,3,4,0
ENSG00000108799,EZH1,0,0,0
ENSG00000106462,EZH2,1,4,3
ENSG00000092820,EZR,0,0,3
ENSG00000158769,F11R,1,2,2
ENSG00000131187,F12,1,1,1
ENSG00000124491,F13A1,3,3,3
ENSG00000181104,F2R,0,0,1
ENSG00000164251,F2RL1,2,1,2
ENSG00000117525,F3,2,3,0
ENSG00000198734,F5,2,0,0
ENSG00000185010,F8,2,2,4
ENSG00000288722,F8A1,1,4,2
ENSG00000277150,F8A3,3,1,2
ENSG00000117480,FAAH,4,1,0
ENSG00000165591,FAAH2,1,2,4
ENSG00000185504,FAAP100,1,3,4
ENSG00000162585,FAAP20,4,1,3
ENSG00000131944,FAAP24,3,0,1
ENSG00000163586,FABP1,3,0,0
ENSG00000145384,FABP2,1,4,1
ENSG00000121769,FABP3,3,2,3
ENSG00000170323,FABP4,0,1,0
ENSG00000164687,FABP5,0,1,0
ENSG00000170231,FABP6,0,4,2
ENSG00000149485,FADS1,3,0,0
ENSG00000134824,FADS2,2,4,3
ENSG00000221968,FADS3,3,1,0
ENSG00000185104,FAF1,4,4,4
ENSG00000113194,FAF2,3,3,0
ENSG00000103876,FAH,4,4,3
ENSG00000180185,FAHD1,3,2,3
ENSG00000115042,FAHD2A,0,4,0
ENSG00000144199,FAHD2B,4,3,3
ENSG00000158234,FAIM,0,2,0
ENSG00000167106,EEIG1,4,0,2
ENSG00000162636,EEIG2,3,2,4
ENSG00000133193,VCF1,2,3,0
ENSG00000182518,VCF2,1,2,4
ENSG00000065809,FAM107B,1,2,3
ENSG00000125898,FAM110A,2,4,0
ENSG00000184731,FAM110C,2,4,2
ENSG00000166801,FAM111A,1,2,2
ENSG00000189057,FAM111B,0,0,4
ENSG00000055147,FAM114A2,3,0,2
ENSG00000121104,FAM117A,0,4,0
ENSG00000138439,FAM117B,2,2,0
ENSG00000100376,FAM118A,2,3,0
ENSG00000197798,FAM118B,4,4,3
ENSG00000048828,FAM120A,3,2,3
ENSG00000188938,FAM120AOS,3,1,3
ENSG00000112584,FAM120B,0,4,4
ENSG00000184083,FAM120C,4,0,1
ENSG00000187866,PABIR1,0,0,4
ENSG00000156504,PABIR2,4,0,3
ENSG00000156500,PABIR3,3,2,1
ENSG00000124019,FAM124B,3,4,0
ENSG00000122591,HYCC1,3,4,3
ENSG00000155744,HYCC2,2,2,0
ENSG00000135842,NIBAN1,0,0,3
ENSG00000136830,NIBAN2,1,3,2
ENSG00000167483,NIBAN3,1,0,1
ENSG00000175182,FAM131A,2,4,1
ENSG00000234545,FAM133B,0,2,1
ENSG00000082269,FAM135A,0,0,1
ENSG00000035141,FAM136A,3,3,3
ENSG00000138640,FAM13A,0,4,4
ENSG00000031003,FAM13B,2,3,1
ENSG00000170074,FAM153A,0,4,2
ENSG00000289731,ENSG00000289731,3,2,2
ENSG00000268350,FAM156A,3,2,2
ENSG00000179304,FAM156B,2,0,4
ENSG00000051009,FHIP1B,3,2,0
ENSG00000151553,FHIP2A,1,4,4
ENSG00000158863,FHIP2B,1,2,4
ENSG00000170264,FAM161A,2,0,4
ENSG00000156050,FAM161B,0,2,0
ENSG00000114023,FAM162A,1,4,2
ENSG00000183615,FAM167B,2,1,3
ENSG00000054965,FAM168A,2,2,1
ENSG00000152102,FAM168B,3,1,4
ENSG00000198780,FAM169A,0,1,4
ENSG00000164334,FAM170A,1,3,4
ENSG00000113391,ARB2A,2,1,3
ENSG00000103254,ANTKMT,0,2,1
ENSG00000150756,ATPSCKMT,1,3,0
ENSG00000174132,FAM174A,2,0,2
ENSG00000185442,FAM174B,2,0,2
ENSG00000151327,FAM177A1,2,3,1
ENSG00000111879,FAM184A,2,4,3
ENSG00000047662,FAM184B,0,3,4
ENSG00000222011,FAM185A,2,4,0
ENSG00000160767,ENTREP3,3,2,3
ENSG00000172775,PSME3IP1,3,2,4
ENSG00000146067,FAM193B,0,4,0
ENSG00000123575,FAM199X,4,4,3
ENSG00000183662,TAFA1,0,1,4
ENSG00000198673,TAFA2,2,3,4
ENSG00000221909,FAM200A,3,1,4
ENSG00000237765,FAM200B,3,2,4
ENSG00000165669,FAM204A,4,4,0
ENSG00000119328,ABITRAM,2,0,3
ENSG00000160256,SLX9,1,4,4
ENSG00000163946,TASOR,4,0,3
ENSG00000108021,TASOR2,3,3,2
ENSG00000124103,FAM209A,3,3,1
ENSG00000213714,FAM209B,4,1,3
ENSG00000116199,FAM20B,1,0,2
ENSG00000177706,FAM20C,4,1,4
ENSG00000177150,FAM210A,2,1,4
ENSG00000124098,FAM210B,2,0,2
ENSG00000047346,ATOSA,0,1,1
ENSG00000005238,ATOSB,2,4,0
ENSG00000204856,FAM216A,3,3,3
ENSG00000196227,FAM217B,0,0,2
ENSG00000164970,FAM219A,2,4,2
ENSG00000178761,FAM219B,4,0,4
ENSG00000178397,FAM220A,2,4,2
ENSG00000188732,FAM221A,0,1,0
ENSG00000139438,FAM222A,0,3,2
ENSG00000173065,FAM222B,2,4,3
ENSG00000166262,FAM227B,0,4,0
ENSG00000225828,FAM229A,1,3,2
ENSG00000203778,FAM229B,0,3,0
ENSG00000167930,FAM234A,1,1,2
ENSG00000084444,FAM234B,2,2,3
ENSG00000174749,FAM241A,3,2,2
ENSG00000171224,FAM241B,3,0,1
ENSG00000213185,FAM24B,4,0,3
ENSG00000071889,FAM3A,1,2,4
ENSG00000196937,FAM3C,3,4,3
ENSG00000198643,FAM3D,2,1,4
ENSG00000185112,FAM43A,0,0,4
ENSG00000119979,DENND10,3,2,3
ENSG00000197872,CYRIA,0,0,3
ENSG00000153310,CYRIB,3,1,2
ENSG00000071859,FAM50A,4,4,0
ENSG00000145945,FAM50B,0,1,1
ENSG00000189319,FAM53B,0,0,3
ENSG00000120709,FAM53C,2,1,4
ENSG00000167695,TLCD3A,0,1,4
ENSG00000154511,DIPK1A,2,3,4
ENSG00000165716,DIPK1B,3,2,1
ENSG00000205085,GARIN1A,0,3,4
ENSG00000263513,FAM72C,1,3,0
ENSG00000009780,FAM76A,1,4,0
ENSG00000077458,FAM76B,1,0,2
ENSG00000126882,FAM78A,2,2,2
ENSG00000188859,FAM78B,0,3,0
ENSG00000101447,FAM83D,1,1,4
ENSG00000133477,FAM83F,1,0,4
ENSG00000188522,FAM83G,4,4,0
ENSG00000180921,FAM83H,2,4,4
ENSG00000168672,LRATD2,2,4,3
ENSG00000158483,FAM86C1P,3,1,1
ENSG00000182118,FAM89A,0,3,1
ENSG00000176973,FAM89B,1,0,2
ENSG00000137414,FAM8A1,1,1,4
ENSG00000176853,FAM91A1,0,3,2
ENSG00000188343,CIBAR1,0,4,1
ENSG00000119812,FAM98A,1,4,0
ENSG00000171262,FAM98B,3,3,0
ENSG00000130244,FAM98C,4,0,4
ENSG00000198690,FAN1,1,1,0
ENSG00000187741,FANCA,0,2,1
ENSG00000181544,FANCB,0,0,3
ENSG00000158169,FANCC,4,3,3
ENSG00000144554,FANCD2,3,0,0
ENSG00000112039,FANCE,0,3,3
ENSG00000183161,FANCF,4,0,0
ENSG00000221829,FANCG,2,4,1
ENSG00000140525,FANCI,2,1,2
ENSG00000115392,FANCL,1,3,4
ENSG00000187790,FANCM,1,1,0
ENSG00000203780,FANK1,3,2,0
ENSG00000197601,FAR1,4,0,0
ENSG00000064763,FAR2,4,2,4
ENSG00000152767,FARP1,0,2,0
ENSG00000006607,FARP2,2,1,1
ENSG00000145982,FARS2,3,0,1
ENSG00000179115,FARSA,4,1,1
ENSG00000026103,FAS,3,0,2
ENSG00000117560,FASLG,2,4,1
ENSG00000164896,FASTK,2,3,4
ENSG00000138399,FASTKD1,0,4,3
ENSG00000118246,FASTKD2,4,1,1
ENSG00000124279,FASTKD3,2,2,3
ENSG00000215251,FASTKD5,3,2,0
ENSG00000170271,FAXDC2,0,2,0
ENSG00000188878,FBF1,3,1,0
ENSG00000134452,FBH1,2,1,1
ENSG00000162458,FBLIM1,4,1,1
ENSG00000140092,FBLN5,4,1,2
ENSG00000144152,FBLN7,0,2,2
ENSG00000142449,FBN3,4,3,2
ENSG00000165140,FBP1,0,2,1
ENSG00000156860,FBRS,1,0,2
ENSG00000127452,FBXL12,2,3,0
ENSG00000171823,FBXL14,0,4,4
ENSG00000107872,FBXL15,2,3,2
ENSG00000127585,FBXL16,1,2,3
ENSG00000145743,FBXL17,4,1,4
ENSG00000155034,FBXL18,1,0,3
ENSG00000099364,FBXL19,4,4,2
ENSG00000108306,FBXL20,4,3,4
ENSG00000197361,FBXL22,4,4,0
ENSG00000005812,FBXL3,3,3,0
ENSG00000112234,FBXL4,3,1,0
ENSG00000118564,FBXL5,2,2,3
ENSG00000182325,FBXL6,1,4,1
ENSG00000135722,FBXL8,1,3,0
ENSG00000147912,FBXO10,3,1,3
ENSG00000138081,FBXO11,0,2,3
ENSG00000116661,FBXO2,0,4,1
ENSG00000135108,FBXO21,3,3,0
ENSG00000167196,FBXO22,0,3,2
ENSG00000147364,FBXO25,0,2,0
ENSG00000143756,FBXO28,3,2,3
ENSG00000110429,FBXO3,0,1,3
ENSG00000118496,FBXO30,1,1,2
ENSG00000103264,FBXO31,4,2,3
ENSG00000156804,FBXO32,1,0,0
ENSG00000165355,FBXO33,0,0,0
ENSG00000178974,FBXO34,3,3,2
ENSG00000153832,FBXO36,3,2,0
ENSG00000145868,FBXO38,0,4,2
ENSG00000151876,FBXO4,1,3,1
ENSG00000163833,FBXO40,3,2,2
ENSG00000163013,FBXO41,3,4,0
ENSG00000037637,FBXO42,2,4,3
ENSG00000156509,FBXO43,1,1,3
ENSG00000132879,FBXO44,4,4,2
ENSG00000174013,FBXO45,2,0,1
ENSG00000177051,FBXO46,1,1,4
ENSG00000204923,FBXO48,3,1,1
ENSG00000116663,FBXO6,4,3,3
ENSG00000100225,FBXO7,1,4,0
ENSG00000164117,FBXO8,2,0,3
ENSG00000112146,FBXO9,2,4,0
ENSG00000119402,FBXW2,2,0,2
ENSG00000107829,FBXW4,4,3,3
ENSG00000159069,FBXW5,0,4,4
ENSG00000109670,FBXW7,1,4,0
ENSG00000174989,FBXW8,3,1,4
ENSG00000132004,FBXW9,2,2,0
ENSG00000186431,FCAR,0,4,3
ENSG00000179639,FCER1A,0,1,3
ENSG00000158869,FCER1G,4,4,2
ENSG00000104921,FCER2,0,2,4
ENSG00000275395,FCGBP,3,3,3
ENSG00000143226,FCGR2A,1,1,1
ENSG00000072694,FCGR2B,4,2,2
ENSG00000203747,FCGR3A,4,3,0
ENSG00000162747,FCGR3B,0,0,2
ENSG00000104870,FCGRT,1,2,2
ENSG00000130475,FCHO1,0,1,4
ENSG00000157107,FCHO2,0,4,1
ENSG00000197948,FCHSD1,3,2,1
ENSG00000137478,FCHSD2,2,3,4
ENSG00000162894,FCMR,4,3,1
ENSG00000085265,FCN1,0,4,3
ENSG00000163534,FCRL1,1,1,2
ENSG00000160856,FCRL3,1,3,4
ENSG00000181036,FCRL6,4,1,1
ENSG00000132185,FCRLA,3,4,2
ENSG00000181617,FDCSP,1,4,4
ENSG00000079459,FDFT1,2,4,3
ENSG00000137714,FDX1,2,1,2
ENSG00000267673,FDX2,1,4,3
ENSG00000255561,FDXACB1,3,3,3
ENSG00000161513,FDXR,1,1,2
ENSG00000066926,FECH,3,0,0
ENSG00000141965,FEM1A,2,3,2
ENSG00000169018,FEM1B,4,0,4
ENSG00000145780,FEM1C,1,1,0
ENSG00000168496,FEN1,2,2,0
ENSG00000151422,FER,2,0,1
ENSG00000146618,FERD3L,0,3,2
ENSG00000073712,FERMT2,1,0,3
ENSG00000149781,FERMT3,3,2,0
ENSG00000182511,FES,1,1,4
ENSG00000163497,FEV,3,0,2
ENSG00000149557,FEZ1,2,4,4
ENSG00000171055,FEZ2,4,3,2
ENSG00000128610,FEZF1,4,0,1
ENSG00000153266,FEZF2,3,2,2
ENSG00000102302,FGD1,3,4,1
ENSG00000146192,FGD2,0,2,1
ENSG00000127084,FGD3,0,3,1
ENSG00000161958,FGF11,2,4,2
ENSG00000138685,FGF2,2,1,0
ENSG00000102678,FGF9,3,1,3
ENSG00000137441,FGFBP2,2,0,0
ENSG00000174721,FGFBP3,4,2,3
ENSG00000213066,CEP43,1,3,1
ENSG00000111790,FGFR1OP2,3,0,1
ENSG00000066468,FGFR2,3,2,3
ENSG00000127418,FGFRL1,2,0,2
ENSG00000172456,FGGY,0,2,4
ENSG00000127951,FGL2,3,0,3
ENSG00000000938,FGR,2,1,4
ENSG00000091483,FH,2,2,2
ENSG00000189283,FHIT,4,0,1
ENSG00000022267,FHL1,1,0,0
ENSG00000115641,FHL2,4,2,2
ENSG00000183386,FHL3,0,2,4
ENSG00000135723,FHOD1,0,4,1
ENSG00000172500,FIBP,2,1,3
ENSG00000198855,FICD,3,4,0
ENSG00000112367,FIG4,2,2,4
ENSG00000183733,FIGLA,4,2,1
ENSG00000132436,FIGNL1,1,3,2
ENSG00000214253,FIS1,2,3,0
ENSG00000139914,FITM1,2,1,1
ENSG00000197296,FITM2,2,3,0
ENSG00000179943,FIZ1,2,2,2
ENSG00000134285,FKBP11,4,1,4
ENSG00000106080,FKBP14,1,1,0
ENSG00000119321,FKBP15,0,4,1
ENSG00000088832,FKBP1A,3,3,1
ENSG00000119782,FKBP1B,2,0,1
ENSG00000173486,FKBP2,1,4,1
ENSG00000100442,FKBP3,1,1,2
ENSG00000004478,FKBP4,0,0,0
ENSG00000096060,FKBP5,4,3,4
ENSG00000079150,FKBP7,1,1,1
ENSG00000105701,FKBP8,3,3,0
ENSG00000204315,FKBPL,3,2,0
ENSG00000181027,FKRP,2,4,4
ENSG00000106692,FKTN,4,2,0
ENSG00000160688,FLAD1,0,4,1
ENSG00000154803,FLCN,1,4,0
ENSG00000151702,FLI1,0,1,2
ENSG00000177731,FLII,0,3,1
ENSG00000196924,FLNA,4,4,0
ENSG00000136068,FLNB,1,2,4
ENSG00000137312,FLOT1,1,3,3
ENSG00000132589,FLOT2,2,4,2
ENSG00000185070,FLRT2,3,2,4
ENSG00000102755,FLT1,2,4,3
ENSG00000090554,FLT3LG,3,2,2
ENSG00000037280,FLT4,1,0,0
ENSG00000162769,FLVCR1,2,2,4
ENSG00000119686,FLVCR2,2,2,0
ENSG00000059122,FLYWCH1,4,4,0
ENSG00000162076,FLYWCH2,2,1,2
ENSG00000164898,FMC1,4,4,0
ENSG00000248905,FMN1,1,1,4
ENSG00000184922,FMNL1,0,0,0
ENSG00000157827,FMNL2,0,2,4
ENSG00000161791,FMNL3,4,2,4
ENSG00000076258,FMO4,0,1,0
ENSG00000102081,FMR1,2,3,2
ENSG00000115414,FN1,4,2,4
ENSG00000167363,FN3K,4,3,4
ENSG00000141560,FN3KRP,3,4,0
ENSG00000187239,FNBP1,1,1,1
ENSG00000137942,FNBP1L,1,0,2
ENSG00000109920,FNBP4,3,4,3
ENSG00000228594,FNDC10,2,4,4
ENSG00000102531,FNDC3A,4,1,0
ENSG00000075420,FNDC3B,0,1,3
ENSG00000172568,FNDC9,3,0,2
ENSG00000217128,FNIP1,4,2,1
ENSG00000052795,FNIP2,3,4,2
ENSG00000133393,CEP20,0,2,0
ENSG00000170345,FOS,4,4,2
ENSG00000125740,FOSB,2,3,3
ENSG00000175592,FOSL1,0,1,0
ENSG00000075426,FOSL2,2,0,1
ENSG00000129514,FOXA1,4,3,2
ENSG00000125798,FOXA2,4,3,3
ENSG00000170608,FOXA3,1,3,4
ENSG00000171956,FOXB1,4,0,0
ENSG00000204612,FOXB2,0,3,4
ENSG00000054598,FOXC1,0,3,4
ENSG00000176692,FOXC2,0,4,0
ENSG00000251493,FOXD1,4,2,1
ENSG00000186564,FOXD2,0,2,2
ENSG00000187140,FOXD3,1,3,0
ENSG00000170122,FOXD4,3,4,2
ENSG00000184492,FOXD4L1,4,0,1
ENSG00000187559,FOXD4L3,3,3,0
ENSG00000184659,FOXD4L4,3,4,4
ENSG00000204779,FOXD4L5,0,4,2
ENSG00000273514,FOXD4L6,0,3,1
ENSG00000178919,FOXE1,1,2,4
ENSG00000186790,FOXE3,4,0,4
ENSG00000103241,FOXF1,3,4,3
ENSG00000137273,FOXF2,3,3,2
ENSG00000176165,FOXG1,2,3,2
ENSG00000160973,FOXH1,0,0,4
ENSG00000168269,FOXI1,4,2,1
ENSG00000214336,FOXI3,4,1,0
ENSG00000065970,FOXJ2,4,4,3
ENSG00000198815,FOXJ3,2,3,4
ENSG00000164916,FOXK1,4,0,4
ENSG00000141568,FOXK2,2,4,2
ENSG00000176678,FOXL1,3,1,2
ENSG00000183770,FOXL2,2,2,1
ENSG00000111206,FOXM1,0,0,0
ENSG00000170802,FOXN2,0,4,2
ENSG00000053254,FOXN3,3,3,0
ENSG00000139445,FOXN4,3,0,2
ENSG00000150907,FOXO1,3,3,4
ENSG00000118689,FOXO3,4,0,0
ENSG00000184481,FOXO4,3,1,2
ENSG00000204060,FOXO6,2,4,1
ENSG00000114861,FOXP1,3,2,3
ENSG00000128573,FOXP2,4,4,3
ENSG00000049768,FOXP3,3,0,4
ENSG00000137166,FOXP4,1,0,2
ENSG00000164379,FOXQ1,4,1,4
ENSG00000176302,FOXR1,2,3,4
